congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
0,senate,C000880,Crapo,ID,,Republican,99,0.9292929292929293,0.89480499,31.76941855
115,senate,C000880,Crapo,ID,,R,83,0.927710843373494,0.90545073,31.76941855
116,senate,C000880,Crapo,ID,,R,16,0.9375,0.83958023,31.76941855
0,senate,C001035,Collins,ME,,Republican,101,0.693069306930693,0.44700607,-2.96044935
115,senate,C001035,Collins,ME,,R,84,0.7738095238095238,0.48641584,-2.96044935
116,senate,C001035,Collins,ME,,R,17,0.29411764705882354,0.25227543,-2.96044935
0,senate,C001047,Capito,WV,,Republican,99,0.9595959595959596,0.9218467,42.15364679
115,senate,C001047,Capito,WV,,R,83,0.963855421686747,0.92154115,42.15364679
116,senate,C001047,Capito,WV,,R,16,0.9375,0.92343176,42.15364679
0,senate,C001056,Cornyn,TX,,Republican,101,0.9504950495049505,0.67782864,8.9994276
115,senate,C001056,Cornyn,TX,,R,84,0.9642857142857143,0.70793753,8.9994276
116,senate,C001056,Cornyn,TX,,R,17,0.8823529411764706,0.52905528,8.9994276
0,senate,C001070,Casey,PA,,Democrat,101,0.2871287128712871,0.51902079,0.72426964
115,senate,C001070,Casey,PA,,D,84,0.32142857142857145,0.55686645,0.72426964
116,senate,C001070,Casey,PA,,D,17,0.11764705882352941,0.33201873,0.72426964
0,senate,C001071,Corker,TN,,Republican,81,0.8395061728395061,0.87920266,26.0057009
115,senate,C001071,Corker,TN,,R,81,0.8395061728395061,0.87920266,26.0057009
0,senate,C001075,Cassidy,LA,,Republican,101,0.9306930693069307,0.82073504,19.63911856
115,senate,C001075,Cassidy,LA,,R,84,0.9404761904761905,0.83900553,19.63911856
116,senate,C001075,Cassidy,LA,,R,17,0.8823529411764706,0.73045731,19.63911856
0,senate,C001088,Coons,DE,,Democrat,100,0.29,0.31701752,-11.43051247
115,senate,C001088,Coons,DE,,D,83,0.3493975903614458,0.3567348,-11.43051247
116,senate,C001088,Coons,DE,,D,17,0,0.12310373,-11.43051247
0,senate,C001095,Cotton,AR,,Republican,101,0.8712871287128713,0.87496562,26.92097803
115,senate,C001095,Cotton,AR,,R,84,0.8928571428571429,0.88744937,26.92097803
116,senate,C001095,Cotton,AR,,R,17,0.7647058823529411,0.81328121,26.92097803
0,senate,C001096,Cramer,ND,,Republican,107,0.9719626168224299,0.93766617,35.72888837
116,senate,C001096,Cramer,ND,,R,16,0.875,0.86080547,35.72888837
0,senate,C001098,Cruz,TX,,Republican,101,0.9207920792079208,0.67782864,8.9994276
115,senate,C001098,Cruz,TX,,R,84,0.9166666666666666,0.70793753,8.9994276
116,senate,C001098,Cruz,TX,,R,17,0.9411764705882353,0.52905528,8.9994276
0,senate,C001113,Cortez Masto,NV,,Democrat,101,0.2871287128712871,0.45728216,-2.41712836
115,senate,C001113,Cortez Masto,NV,,D,84,0.34523809523809523,0.49654138,-2.41712836
116,senate,C001113,Cortez Masto,NV,,D,17,0,0.26329541,-2.41712836
0,senate,D000563,Durbin,IL,,Democrat,98,0.22448979591836735,0.25693022,-17.06361362
115,senate,D000563,Durbin,IL,,D,82,0.25609756097560976,0.29062649,-17.06361362
116,senate,D000563,Durbin,IL,,D,16,0.0625,0.08423682,-17.06361362
0,senate,D000607,Donnelly,IN,,Democrat,83,0.54216867469879515,0.83336329,19.16519376
115,senate,D000607,Donnelly,IN,,D,83,0.54216867469879515,0.83336329,19.16519376
0,senate,D000618,Daines,MT,,Republican,100,0.85,0.82788754,20.42273211
115,senate,D000618,Daines,MT,,R,83,0.8795180722891566,0.84560128,20.42273211
116,senate,D000618,Daines,MT,,R,17,0.7058823529411765,0.74140279,20.42273211
0,senate,D000622,Duckworth,IL,,Democrat,99,0.23232323232323232,0.25488969,-17.06361362
115,senate,D000622,Duckworth,IL,,D,82,0.2804878048780488,0.2911984,-17.06361362
116,senate,D000622,Duckworth,IL,,D,17,0,0.07975353,-17.06361362
0,senate,E000285,Enzi,WY,,Republican,100,0.9,0.92486793,46.29527573
115,senate,E000285,Enzi,WY,,R,84,0.8928571428571429,0.92394906,46.29527573
116,senate,E000285,Enzi,WY,,R,16,0.9375,0.92969198,46.29527573
0,senate,E000295,Ernst,IA,,Republican,101,0.9108910891089109,0.6848013,9.40683805
115,senate,E000295,Ernst,IA,,R,84,0.9166666666666666,0.71443383,9.40683805
116,senate,E000295,Ernst,IA,,R,17,0.8823529411764706,0.53838172,9.40683805
0,senate,F000062,Feinstein,CA,,Democrat,100,0.23,0.19362218,-30.10929307
115,senate,F000062,Feinstein,CA,,D,83,0.27710843373493976,0.22272426,-30.10929307
116,senate,F000062,Feinstein,CA,,D,17,0,0.05153557,-30.10929307
0,senate,F000444,Flake,AZ,,Republican,80,0.8125,0.60153693,3.54559463
115,senate,F000444,Flake,AZ,,R,80,0.8125,0.60153693,3.54559463
0,senate,F000457,Franken,MN,,Democrat,55,0.23636363636363636,0.49529896,-1.52013048
115,senate,F000457,Franken,MN,,D,55,0.23636363636363636,0.49529896,-1.52013048
0,senate,F000463,Fischer,NE,,Republican,101,0.9207920792079208,0.86385382,25.04859475
115,senate,F000463,Fischer,NE,,R,84,0.9285714285714286,0.87762998,25.04859475
116,senate,F000463,Fischer,NE,,R,17,0.8823529411764706,0.79578342,25.04859475
0,senate,G000359,Graham,SC,,Republican,98,0.8673469387755102,0.75931304,14.2659129
115,senate,G000359,Graham,SC,,R,82,0.9024390243902439,0.78455638,14.2659129
116,senate,G000359,Graham,SC,,R,16,0.6875,0.62994092,14.2659129
0,senate,G000386,Grassley,IA,,Republican,101,0.900990099009901,0.6848013,9.40683805
115,senate,G000386,Grassley,IA,,R,84,0.9047619047619048,0.71443383,9.40683805
116,senate,G000386,Grassley,IA,,R,17,0.8823529411764706,0.53838172,9.40683805
0,senate,G000555,Gillibrand,NY,,Democrat,97,0.1134020618556701,0.23196937,-22.49045614
115,senate,G000555,Gillibrand,NY,,D,84,0.11904761904761904,0.25753921,-22.49045614
116,senate,G000555,Gillibrand,NY,,D,13,0.07692307692307693,0.06674892,-22.49045614
0,senate,G000562,Gardner,CO,,Republican,100,0.9,0.41219048,-4.90558301
115,senate,G000562,Gardner,CO,,R,84,0.9166666666666666,0.45142381,-4.90558301
116,senate,G000562,Gardner,CO,,R,16,0.8125,0.20621551,-4.90558301
0,senate,H000338,Hatch,UT,,Republican,84,0.9642857142857143,0.824664,18.07933323
115,senate,H000338,Hatch,UT,,R,84,0.9642857142857143,0.824664,18.07933323
0,senate,H001041,Heller,NV,,Republican,83,0.9156626506024096,0.4997653,-2.41712836
115,senate,H001041,Heller,NV,,R,83,0.9156626506024096,0.4997653,-2.41712836
0,senate,H001042,Hirono,HI,,Democrat,101,0.21782178217821782,0.18519642,-32.18281473
115,senate,H001042,Hirono,HI,,D,84,0.25,0.21231418,-32.18281473
116,senate,H001042,Hirono,HI,,D,17,0.058823529411764705,0.0512028,-32.18281473
0,senate,H001046,Heinrich,NM,,Democrat,100,0.26,0.35802126,-8.2132684
115,senate,H001046,Heinrich,NM,,D,83,0.2891566265060241,0.39809242,-8.2132684
116,senate,H001046,Heinrich,NM,,D,17,0.11764705882352941,0.16237971,-8.2132684
0,senate,H001061,Hoeven,ND,,Republican,101,0.9504950495049505,0.90741359,35.72888837
115,senate,H001061,Hoeven,ND,,R,84,0.9642857142857143,0.91518938,35.72888837
116,senate,H001061,Hoeven,ND,,R,17,0.8823529411764706,0.86899204,35.72888837
0,senate,H001069,Heitkamp,ND,,Democrat,84,0.5476190476190477,0.91518938,35.72888837
115,senate,H001069,Heitkamp,ND,,D,84,0.5476190476190477,0.91518938,35.72888837
0,senate,H001075,Harris,CA,,Democrat,99,0.16161616161616163,0.19560342,-30.10929307
115,senate,H001075,Harris,CA,,D,84,0.17857142857142858,0.22031274,-30.10929307
116,senate,H001075,Harris,CA,,D,15,0.06666666666666667,0.05723125,-30.10929307
0,senate,H001076,Hassan,NH,,Democrat,101,0.2871287128712871,0.49722914,-0.36766386
115,senate,H001076,Hassan,NH,,D,84,0.34523809523809523,0.53567328,-0.36766386
116,senate,H001076,Hassan,NH,,D,17,0,0.30726986,-0.36766386
0,senate,H001079,Hyde-Smith,MS,,Republican,33,0.9393939393939394,0.74481042,17.82624982
115,senate,H001079,Hyde-Smith,MS,,R,16,1,0.7891585,17.82624982
116,senate,H001079,Hyde-Smith,MS,,R,17,0.8823529411764706,0.70307105,17.82624982
0,senate,H001089,Hawley,MO,,Republican,17,0.8235294117647058,0.71568099,18.637117
116,senate,H001089,Hawley,MO,,R,17,0.8235294117647058,0.71568099,18.637117
0,senate,I000024,Inhofe,OK,,Republican,101,0.9306930693069307,0.90882661,36.39118454
115,senate,I000024,Inhofe,OK,,R,84,0.9404761904761905,0.91631997,36.39118454
116,senate,I000024,Inhofe,OK,,R,17,0.8823529411764706,0.87180061,36.39118454
0,senate,I000055,Isakson,GA,,Republican,84,0.9166666666666666,0.59244783,5.15937819
115,senate,I000055,Isakson,GA,,R,67,0.9402985074626866,0.63168434,5.15937819
116,senate,I000055,Isakson,GA,,R,17,0.8235294117647058,0.4378098,5.15937819
0,senate,J000293,Johnson,WI,,Republican,101,0.8910891089108911,0.51982419,0.7643432
115,senate,J000293,Johnson,WI,,R,84,0.8928571428571429,0.55764569,0.7643432
116,senate,J000293,Johnson,WI,,R,17,0.8823529411764706,0.33294147,0.7643432
0,senate,J000300,Jones,AL,,Democrat,44,0.36363636363636365,0.84652636,27.72514661
115,senate,J000300,Jones,AL,,D,27,0.5185185185185185,0.86317279,27.72514661
116,senate,J000300,Jones,AL,,D,17,0.11764705882352941,0.82008791,27.72514661
0,senate,K000352,Kyl,AZ,,Republican,7,0.7142857142857143,0.63824333,3.54559463
115,senate,K000352,Kyl,AZ,,R,7,0.7142857142857143,0.63824333,3.54559463
0,senate,K000367,Klobuchar,MN,,Democrat,100,0.28,0.47495036,-1.52013048
115,senate,K000367,Klobuchar,MN,,D,84,0.32142857142857145,0.51351587,-1.52013048
116,senate,K000367,Klobuchar,MN,,D,16,0.0625,0.27248142,-1.52013048
0,senate,K000383,King,ME,,Independent,101,0.39603960396039606,0.44700607,-2.96044935
115,senate,K000383,King,ME,,I,84,0.4642857142857143,0.48641584,-2.96044935
116,senate,K000383,King,ME,,I,17,0.058823529411764705,0.25227543,-2.96044935
0,senate,K000384,Kaine,VA,,Democrat,101,0.297029702970297,0.40443576999999997,-5.32370582
115,senate,K000384,Kaine,VA,,D,84,0.35714285714285715,0.44420349,-5.32370582
116,senate,K000384,Kaine,VA,,D,17,0,0.2079364,-5.32370582
0,senate,K000393,Kennedy,LA,,Republican,100,0.87,0.81894441,19.63911856
115,senate,K000393,Kennedy,LA,,R,83,0.8674698795180723,0.83706827,19.63911856
116,senate,K000393,Kennedy,LA,,R,17,0.8823529411764706,0.73045731,19.63911856
0,senate,L000174,Leahy,VT,,Democrat,100,0.23,0.19819879,-26.40835124
115,senate,L000174,Leahy,VT,,D,83,0.26506024096385544,0.22777615,-26.40835124
116,senate,L000174,Leahy,VT,,D,17,0.058823529411764705,0.05379166,-26.40835124
0,senate,L000575,Lankford,OK,,Republican,101,0.900990099009901,0.90882661,36.39118454
115,senate,L000575,Lankford,OK,,R,84,0.9047619047619048,0.91631997,36.39118454
116,senate,L000575,Lankford,OK,,R,17,0.8823529411764706,0.87180061,36.39118454
0,senate,L000577,Lee,UT,,Republican,100,0.76,0.8056511,18.07933323
115,senate,L000577,Lee,UT,,R,84,0.7857142857142857,0.824664,18.07933323
116,senate,L000577,Lee,UT,,R,16,0.625,0.70583338,18.07933323
0,senate,M000133,Markey,MA,,Democrat,100,0.15,0.20441093,-27.19670645
115,senate,M000133,Markey,MA,,D,83,0.1566265060240964,0.2354061,-27.19670645
116,senate,M000133,Markey,MA,,D,17,0.11764705882352941,0.05308154,-27.19670645
0,senate,M000303,McCain,AZ,,Republican,53,0.8301886792452831,0.61164701,3.54559463
115,senate,M000303,McCain,AZ,,R,53,0.8301886792452831,0.61164701,3.54559463
0,senate,M000355,McConnell,KY,,Republican,100,0.94,0.88787018,29.83745022
115,senate,M000355,McConnell,KY,,R,83,0.9518072289156626,0.89847086,29.83745022
116,senate,M000355,McConnell,KY,,R,17,0.8823529411764706,0.83611392,29.83745022
0,senate,M000639,Menendez,NJ,,Democrat,99,0.21212121212121213,0.27220202,-14.1026978
115,senate,M000639,Menendez,NJ,,D,82,0.25609756097560976,0.30812243,-14.1026978
116,senate,M000639,Menendez,NJ,,D,17,0,0.09893884,-14.1026978
0,senate,M000934,Moran,KS,,Republican,99,0.8585858585858586,0.83519093,20.60221107
115,senate,M000934,Moran,KS,,R,83,0.927710843373494,0.84549922,20.60221107
116,senate,M000934,Moran,KS,,R,16,0.5,0.78171665,20.60221107
0,senate,M001111,Murray,WA,,Democrat,101,0.21782178217821782,0.27296239,-15.4790881
115,senate,M001111,Murray,WA,,D,84,0.2619047619047619,0.31016827,-15.4790881
116,senate,M001111,Murray,WA,,D,17,0,0.08912157,-15.4790881
0,senate,M001153,Murkowski,AK,,Republican,97,0.7628865979381443,0.76815284,14.73064079
115,senate,M001153,Murkowski,AK,,R,82,0.8170731707317073,0.78684126,14.73064079
116,senate,M001153,Murkowski,AK,,R,15,0.4666666666666667,0.66598946,14.73064079
0,senate,M001169,Murphy,CT,,Democrat,100,0.24,0.2896852,-13.63938672
115,senate,M001169,Murphy,CT,,D,83,0.27710843373493976,0.32799846,-13.63938672
116,senate,M001169,Murphy,CT,,D,17,0.058823529411764705,0.10262633,-13.63938672
0,senate,M001170,McCaskill,MO,,Democrat,83,0.4578313253012048,0.83012856,18.637117
115,senate,M001170,McCaskill,MO,,D,83,0.4578313253012048,0.83012856,18.637117
0,senate,M001176,Merkley,OR,,Democrat,101,0.12871287128712872,0.32061483,-10.97781682
115,senate,M001176,Merkley,OR,,D,84,0.13095238095238096,0.35961111,-10.97781682
116,senate,M001176,Merkley,OR,,D,17,0.11764705882352941,0.12792734,-10.97781682
0,senate,M001183,Manchin,WV,,Democrat,101,0.5643564356435643,0.91712445,42.15364679
115,senate,M001183,Manchin,WV,,D,84,0.6071428571428571,0.9224584,42.15364679
116,senate,M001183,Manchin,WV,,D,17,0.35294117647058826,0.89076847,42.15364679
0,senate,M001197,McSally,AZ,,Republican,113,0.9557522123893806,0.56165978,3.54559463
116,senate,M001197,McSally,AZ,,R,17,0.8823529411764706,0.39876995,3.54559463
0,senate,N000032,Nelson,FL,,Democrat,83,0.43373493975903615,0.56806183,1.19862561
115,senate,N000032,Nelson,FL,,D,83,0.43373493975903615,0.56806183,1.19862561
0,senate,P000449,Portman,OH,,Republican,101,0.9207920792079208,0.66257915,8.1295744
115,senate,P000449,Portman,OH,,R,84,0.9404761904761905,0.69369075,8.1295744
116,senate,P000449,Portman,OH,,R,17,0.8235294117647058,0.50885126,8.1295744
0,senate,P000595,Peters,MI,,Democrat,100,0.28,0.50845116,0.22303327
115,senate,P000595,Peters,MI,,D,83,0.3373493975903614,0.54693486,0.22303327
116,senate,P000595,Peters,MI,,D,17,0,0.32056015,0.22303327
0,senate,P000603,Paul,KY,,Republican,95,0.6947368421052632,0.88507697,29.83745022
115,senate,P000603,Paul,KY,,R,81,0.7283950617283951,0.89824468,29.83745022
116,senate,P000603,Paul,KY,,R,14,0.5,0.80889235,29.83745022
0,senate,P000612,Perdue,GA,,Republican,98,0.9489795918367347,0.60731517,5.15937819
115,senate,P000612,Perdue,GA,,R,83,0.9518072289156626,0.63744463,5.15937819
116,senate,P000612,Perdue,GA,,R,15,0.9333333333333333,0.44059883,5.15937819
0,senate,R000122,Reed,RI,,Democrat,101,0.2376237623762376,0.27269995,-15.50854907
115,senate,R000122,Reed,RI,,D,84,0.2857142857142857,0.30989164,-15.50854907
116,senate,R000122,Reed,RI,,D,17,0,0.0889292,-15.50854907
0,senate,R000307,Roberts,KS,,Republican,101,0.9504950495049505,0.82972183,20.60221107
115,senate,R000307,Roberts,KS,,R,84,0.9642857142857143,0.84710357,20.60221107
116,senate,R000307,Roberts,KS,,R,17,0.8823529411764706,0.74383555,20.60221107
0,senate,R000584,Risch,ID,,Republican,99,0.9090909090909091,0.89499598,31.76941855
115,senate,R000584,Risch,ID,,R,84,0.9047619047619048,0.90597605,31.76941855
116,senate,R000584,Risch,ID,,R,15,0.9333333333333333,0.8335076,31.76941855
0,senate,R000595,Rubio,FL,,Republican,99,0.9090909090909091,0.52708509,1.19862561
115,senate,R000595,Rubio,FL,,R,83,0.9397590361445783,0.56227889,1.19862561
116,senate,R000595,Rubio,FL,,R,16,0.75,0.34451727,1.19862561
0,senate,R000605,Rounds,SD,,Republican,96,0.9166666666666666,0.89470882,29.79332222
115,senate,R000605,Rounds,SD,,R,84,0.9166666666666666,0.89951902,29.79332222
116,senate,R000605,Rounds,SD,,R,12,0.9166666666666666,0.86103744,29.79332222
0,senate,R000608,Rosen,NV,,Democrat,108,0.37037037037037035,0.65067887,-2.41712836
116,senate,R000608,Rosen,NV,,D,15,0,0.26393161,-2.41712836
0,senate,R000615,Romney,UT,,Republican,17,0.8235294117647058,0.70706994,18.07933323
116,senate,R000615,Romney,UT,,R,17,0.8235294117647058,0.70706994,18.07933323
0,senate,S000033,Sanders,VT,,Independent,99,0.13131313131313133,0.20957275,-26.40835124
115,senate,S000033,Sanders,VT,,I,84,0.14285714285714285,0.236595,-26.40835124
116,senate,S000033,Sanders,VT,,I,15,0.06666666666666667,0.05824811,-26.40835124
0,senate,S000148,Schumer,NY,,Democrat,101,0.2376237623762376,0.22428498,-22.49045614
115,senate,S000148,Schumer,NY,,D,84,0.27380952380952384,0.25753921,-22.49045614
116,senate,S000148,Schumer,NY,,D,17,0.058823529411764705,0.05996999,-22.49045614
0,senate,S000320,Shelby,AL,,Republican,101,0.9306930693069307,0.87921062,27.72514661
115,senate,S000320,Shelby,AL,,R,84,0.9404761904761905,0.89117593,27.72514661
116,senate,S000320,Shelby,AL,,R,17,0.8823529411764706,0.82008791,27.72514661
0,senate,S000770,Stabenow,MI,,Democrat,101,0.27722772277227725,0.50899032,0.22303327
115,senate,S000770,Stabenow,MI,,D,84,0.3333333333333333,0.547125,0.22303327
116,senate,S000770,Stabenow,MI,,D,17,0,0.32056015,0.22303327
0,senate,S001141,Sessions,AL,,Republican,8,1,0.95761291,27.72514661
115,senate,S001141,Sessions,AL,,R,8,1,0.95761291,27.72514661
0,senate,S001181,Shaheen,NH,,Democrat,100,0.3,0.49896715,-0.36766386
115,senate,S001181,Shaheen,NH,,D,83,0.3614457831325301,0.53823045,-0.36766386
116,senate,S001181,Shaheen,NH,,D,17,0,0.30726986,-0.36766386
0,senate,S001184,Scott,SC,,Republican,100,0.95,0.75715172,14.2659129
115,senate,S001184,Scott,SC,,R,84,0.9642857142857143,0.78277954,14.2659129
116,senate,S001184,Scott,SC,,R,16,0.875,0.6226057,14.2659129
0,senate,S001191,Sinema,AZ,,Democrat,107,0.5514018691588785,0.3684511,3.54559463
116,senate,S001191,Sinema,AZ,,D,16,0.125,0.39464474,3.54559463
0,senate,S001194,Schatz,HI,,Democrat,101,0.2376237623762376,0.18519642,-32.18281473
115,senate,S001194,Schatz,HI,,D,84,0.27380952380952384,0.21231418,-32.18281473
116,senate,S001194,Schatz,HI,,D,17,0.058823529411764705,0.0512028,-32.18281473
0,senate,S001197,Sasse,NE,,Republican,100,0.86,0.86548408,25.04859475
115,senate,S001197,Sasse,NE,,R,83,0.8674698795180723,0.87976012,25.04859475
116,senate,S001197,Sasse,NE,,R,17,0.8235294117647058,0.79578342,25.04859475
0,senate,S001198,Sullivan,AK,,Republican,98,0.9183673469387755,0.76325399,14.73064079
115,senate,S001198,Sullivan,AK,,R,81,0.9259259259259259,0.78713053,14.73064079
116,senate,S001198,Sullivan,AK,,R,17,0.8823529411764706,0.64948931,14.73064079
0,senate,S001202,Strange,AL,,Republican,45,0.9111111111111111,0.88745216,27.72514661
115,senate,S001202,Strange,AL,,R,45,0.9111111111111111,0.88745216,27.72514661
0,senate,S001203,Smith,MN,,Democrat,44,0.22727272727272727,0.42896076,-1.52013048
115,senate,S001203,Smith,MN,,D,27,0.3333333333333333,0.52142916,-1.52013048
116,senate,S001203,Smith,MN,,D,17,0.058823529411764705,0.28209918,-1.52013048
0,senate,S001217,Scott,FL,,Republican,17,0.8823529411764706,0.34299977,1.19862561
116,senate,S001217,Scott,FL,,R,17,0.8823529411764706,0.34299977,1.19862561
0,senate,T000250,Thune,SD,,Republican,101,0.9405940594059405,0.88879488,29.79332222
115,senate,T000250,Thune,SD,,R,84,0.9523809523809523,0.89951902,29.79332222
116,senate,T000250,Thune,SD,,R,17,0.8823529411764706,0.83580504,29.79332222
0,senate,T000461,Toomey,PA,,Republican,97,0.8865979381443299,0.5182137,0.72426964
115,senate,T000461,Toomey,PA,,R,81,0.8888888888888888,0.55135156,0.72426964
116,senate,T000461,Toomey,PA,,R,16,0.875,0.3504533,0.72426964
0,senate,T000464,Tester,MT,,Democrat,101,0.31683168316831684,0.82809268,20.42273211
115,senate,T000464,Tester,MT,,D,84,0.38095238095238093,0.84563706,20.42273211
116,senate,T000464,Tester,MT,,D,17,0,0.74140279,20.42273211
0,senate,T000476,Tillis,NC,,Republican,99,0.9393939393939394,0.58173061,3.65522853
115,senate,T000476,Tillis,NC,,R,82,0.9512195121951219,0.61911325,3.65522853
116,senate,T000476,Tillis,NC,,R,17,0.8823529411764706,0.40141436,3.65522853
0,senate,U000039,Udall,NM,,Democrat,101,0.2376237623762376,0.35816887,-8.2132684
115,senate,U000039,Udall,NM,,D,84,0.27380952380952384,0.39779287,-8.2132684
116,senate,U000039,Udall,NM,,D,17,0.058823529411764705,0.16237971,-8.2132684
0,senate,V000128,Van Hollen,MD,,Democrat,100,0.22,0.20784066,-26.41643951
115,senate,V000128,Van Hollen,MD,,D,83,0.25301204819277107,0.23939451,-26.41643951
116,senate,V000128,Van Hollen,MD,,D,17,0.058823529411764705,0.05378362,-26.41643951
0,senate,W000437,Wicker,MS,,Republican,101,0.9405940594059405,0.80213985,17.82624982
115,senate,W000437,Wicker,MS,,R,84,0.9642857142857143,0.82218948,17.82624982
116,senate,W000437,Wicker,MS,,R,17,0.8235294117647058,0.70307105,17.82624982
0,senate,W000779,Wyden,OR,,Democrat,101,0.16831683168316833,0.32061483,-10.97781682
115,senate,W000779,Wyden,OR,,D,84,0.19047619047619047,0.35961111,-10.97781682
116,senate,W000779,Wyden,OR,,D,17,0.058823529411764705,0.12792734,-10.97781682
0,senate,W000802,Whitehouse,RI,,Democrat,101,0.22772277227722773,0.27269995,-15.50854907
115,senate,W000802,Whitehouse,RI,,D,84,0.27380952380952384,0.30989164,-15.50854907
116,senate,W000802,Whitehouse,RI,,D,17,0,0.0889292,-15.50854907
0,senate,W000805,Warner,VA,,Democrat,101,0.36633663366336633,0.40443576999999997,-5.32370582
115,senate,W000805,Warner,VA,,D,84,0.44047619047619047,0.44420349,-5.32370582
116,senate,W000805,Warner,VA,,D,17,0,0.2079364,-5.32370582
0,senate,W000817,Warren,MA,,Democrat,100,0.12,0.20440169,-27.19670645
115,senate,W000817,Warren,MA,,D,84,0.13095238095238096,0.23288072,-27.19670645
116,senate,W000817,Warren,MA,,D,16,0.0625,0.05488676,-27.19670645
0,senate,Y000064,Young,IN,,Republican,101,0.8712871287128713,0.81608876,19.16519376
115,senate,Y000064,Young,IN,,R,84,0.9285714285714286,0.83481105,19.16519376
116,senate,Y000064,Young,IN,,R,17,0.5882352941176471,0.72357861,19.16519376
